,price,funding,cost,traded,hours_held,long_pnl,short_pnl,stops
CHILLGUYUSDT,38.2212958708042,3.6317138964316746,0.9367428196960121,2499.089336852875,1944.0,-25.372159273753503,63.593455144557716,0.0
CHIPUSDT,87.88293274683775,-11.084163306335668,0.554024036896959,1488.340411092242,1463.0,-12.298596835903847,100.18152958274163,0.0
CHRUSDT,13.782998255820452,-2.5221135715260665,7.2126931688726375,18751.887140843155,10128.0,80.82462268939032,-67.04162443356995,0.0
CHZUSDT,-66.72135970078138,-0.7034419245830406,9.715750157854643,26249.29646797312,16944.0,-8.235836044458527,-58.485523656322634,0.0
CKBUSDT,117.44091018216844,-4.192193698688101,3.2896184831889164,8723.666378293025,3648.0,219.58350324263006,-102.14259306046142,0.0
CLANKERUSDT,-94.85995608615069,0.2909850975866293,0.39904836885494804,1029.0529082760359,288.0,-57.35536321093541,-37.504592875215295,0.0
CLOUSDT,122.48929947000624,-9.6587438946668,1.6803848890429307,4296.271431322729,1608.0,121.8602647823273,0.6290346876788835,0.0
CLUSDT,0.1129578490582092,-2.6263023526031883,0.8692154424634906,2585.1585704349695,1704.0,20.663981071750623,-20.5510232226924,0.0
COAIUSDT,-52.206807665780524,-36.15977106382574,1.0884826661820344,2799.201963484552,1656.0,0.0,-52.206807665780524,0.0
COCOSUSDT,51.80710184022167,0.9406067509307315,0.3155933077811566,870.0380960450088,1344.0,0.0,51.80710184022167,0.0
COHRUSDT,0.5363992899075086,0.0038097961892584243,0.01673438584904106,41.46323136379361,120.0,0.0,0.5363992899075086,0.0
COINUSDT,11.548428235070089,1.3038237060510474,0.9829414135377298,2441.4310600336607,1056.0,-1.739603976213225,13.288032211283317,0.0
COLLECTUSDT,-117.88395705656292,3.121964196272529,1.004615156657753,2536.433764574657,744.0,2.283083638308147,-120.16704069487109,0.0
COMBOUSDT,104.48975862281124,1.8850470561046662,1.974887891071599,4890.078321489119,1968.0,-0.6998562341111516,105.1896148569224,0.0
COMMONUSDT,4.628830267288254,0.012289707046270667,0.02882736306217689,72.05475242288786,48.0,0.0,4.628830267288254,0.0
COMPUSDT,199.1752690874413,0.6603399196136505,10.175767733640836,26698.14271235498,16008.0,19.250921421865602,179.92434766557662,0.0
COOKIEUSDT,35.556815459465156,-0.22651984461248476,1.0286336961078975,2659.1638513076127,1704.0,17.812928187234203,17.74388727223087,0.0
COPPERUSDT,5.614000811881703,-0.07692479032462529,0.5068896637697423,1213.535689414202,408.0,2.3020890347655354,3.3119117771161752,0.0
COSUSDT,146.50540004673869,-11.606826157118276,0.5431672759678278,1451.389801044059,480.0,-2.4685034733759936,148.97390352011473,0.0
COTIUSDT,-49.86621680098447,-19.62886731139071,6.5033551675332015,16894.029262393018,10656.0,9.211441128824745,-59.07765792980907,0.0
COWUSDT,-5.019281796092976,-0.17782989392601753,0.4625453926740091,1286.6510055745416,1320.0,-10.066634728191431,5.047352932098466,0.0
CRCLUSDT,54.35852364824781,6.20701702367496,0.910467464814495,2494.373875287943,2304.0,22.497975929458292,31.86054771878951,0.0
CRDOUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRMUSDT,-3.9139342900114977,0.0,0.17645305115226886,420.7874705268068,72.0,0.0,-3.9139342900114977,0.0
